"lat","lon","nl_mean","nl_min","nl_max","nl_median","nl_sd","cluster","wealthscore","n"
14.662079,121.120504,40.5727272727273,4,63,52,23.378348915342,634,60699,7
14.662395,120.987316,52.5045454545455,8,63,62,18.0816256106566,647,89806.2941176471,17
14.66296,121.061012,56.8545454545455,14,63,63,12.2566439823572,605,110416.285714286,21
14.663254,121.020265,60.5136363636364,33,63,63,5.40207937764012,595,129998.5,4
14.663404,120.972728,47.4045454545455,5,63,62,22.0179457166739,666,22455.5714285714,7
14.663792,121.030172,60.5495867768595,34,63,62,4.87346314052595,594,-18968.6666666667,6
14.665599,120.968517,46.3333333333333,5,63,61,22.278799957274,673,-396.166666666667,6
14.665774,121.006928,58.6666666666667,20,63,62,9.06865920134531,589,17251.1666666667,12
14.667425,120.956901,43.5930735930736,5,63,60,23.5995347151765,663,72736.5,4
14.667636,121.05855,57.8917748917749,19,63,62,10.2202472471357,604,174752,3
14.673435,121.096515,44.982683982684,5,63,59,21.3400960366132,618,89699,15
14.674487,120.941684,37.5670995670996,4,63,47,25.0249188815703,670,-57135.6363636364,11
14.676036,120.950484,40.3463203463203,4,63,56,24.4036966526451,662,80553.0952380952,21
14.677373,120.987928,53.6796536796537,10,63,62,15.933052107012,676,112078.5,4
14.677529,121.001858,56,14,63,62,12.8137154778708,680,58298.6,10
14.6787,121.039387,59.1238095238095,25,63,62,7.52945760527104,606,144758.8,5
14.678718,121.020945,60.125,31,63,62,5.39396414951297,607,80190.25,4
14.680683,121.020827,59.1818181818182,23,63,62,6.86820723709781,596,121799.25,4
14.681293,121.039172,58.038961038961,22,63,62,9.04160656911422,608,140906.1,10
14.684557,120.989693,52.8917748917749,10,63,61,16.0708072322747,677,51814.5,8
14.684726,121.007483,56.8961038961039,19,63,62,10.3867613259058,678,115145.72,25
14.68532,120.969667,47.1090909090909,6,63,60,20.7619011167707,674,57344.8,15
14.686488,121.069498,52.7272727272727,14,63,61,15.1690077520248,620,104074.692307692,13
14.68682,121.089743,45.152380952381,6,63,58.5,20.7819764349586,617,62224.125,8
14.687359,121.074244,50.2095238095238,10,63,61,17.3942162955883,621,188574.666666667,12
14.689339,121.045452,56.4863636363636,17,63,61,10.8680250483535,609,41448.625,8
14.693034,121.083488,46.7056277056277,8,63,59,19.4334967074427,622,74477.8333333333,12
14.693809,121.005646,55.9272727272727,16,63,61,10.9525411166351,679,91389.8518518519,27
14.696537,121.100905,40.8904761904762,5,63,51.5,22.0710554303693,603,31553.3076923077,13
14.697565,121.098254,41.6227272727273,6,63,52,21.2585396607988,616,40796.36,25
