"cluster","lat","lon","wealthscore","n"
660,14.74091,121.076684,31039.2307692308,13
661,14.734375,121.0718,132551.7,10
662,14.676036,120.950484,80553.0952380952,21
663,14.667425,120.956901,72736.5,4
664,14.649746,120.966517,23477,3
665,14.653515,120.979189,78945.6666666667,9
666,14.663404,120.972728,22455.5714285714,7
667,14.652765,120.968174,-7667.8,5
668,14.6369,120.965617,95834.4,5
669,14.641701,120.960411,5072.4,15
670,14.674487,120.941684,-57135.6363636364,11
671,14.637537,120.968801,95902.75,16
672,14.659753,120.946346,51313.8,5
673,14.665599,120.968517,-396.166666666667,6
674,14.68532,120.969667,57344.8,15
675,14.704718,120.996398,48161,14
676,14.677373,120.987928,112078.5,4
677,14.684557,120.989693,51814.5,8
678,14.684726,121.007483,115145.72,25
679,14.693809,121.005646,91389.8518518519,27
680,14.677529,121.001858,58298.6,10
681,14.702268,120.975141,68199.4,10
682,14.702543,120.978343,44431.5,6
683,14.552227,121.0227,187195.461538462,13
684,14.548606,121.065953,118142.666666667,3
685,14.546928,121.064027,142124,2
686,14.561963,121.035572,153120.75,4
687,14.560923,121.036695,102640,3
688,14.539161,121.068546,96184.2307692308,13
689,14.546955,121.073478,87576.25,8
690,14.55021,121.075714,88940,5
691,14.512484,121.071661,73061.6666666667,9
692,14.511293,121.068439,89399.3333333333,12
693,14.508381,121.064077,45392.0769230769,13
694,14.478451,120.979862,65945.4117647059,17
695,14.461855,120.997398,82058.85,20
696,14.471857,120.998501,93926.125,8
697,14.466794,120.987334,181119.333333333,6
698,14.453752,120.995001,75946.6666666667,3
699,14.439479,121.013641,160498.25,4
700,14.433067,121.009803,205885.5,2
701,14.40844,121.051324,65948.8571428571,7
702,14.420735,121.027454,123563.8,10
703,14.434269,121.047815,52474.9285714286,14
704,14.424883,121.035041,90400.5,2
705,14.38895,121.042853,102816.333333333,6
706,14.392887,121.041799,83469.0769230769,13
707,14.394134,121.039691,158906.166666667,12
708,14.464588,121.053885,28477.9375,16
709,14.450442,121.048495,-3847.45833333333,24
710,14.378581,121.038564,143015.111111111,9
711,14.38025,121.055467,105850.72,25
712,14.441609,121.010636,197045.0625,16
713,14.457529,121.018678,48471.8947368421,19
714,14.475636,121.027938,112705.444444444,18
715,14.458886,121.033143,36518.4444444444,27
716,14.470858,121.011993,45444.7692307692,13
717,14.464113,121.004183,95079.8518518519,27
718,14.495957,121.035706,63639.7058823529,17
719,14.495946,121.027019,158816.5,2
720,14.549059,120.99687,132209.785714286,14
721,14.573824,120.995283,118588.933333333,15
722,14.545031,121.013816,86799,12
723,17.599325,120.622029,122243.733333333,15
724,17.65268,120.671601,359.944444444444,18
725,17.662487,120.813194,-9475.72222222222,18
726,17.557667,120.623395,5210.31578947368,19
727,16.411613,120.591437,22065.5294117647,17
728,16.423788,120.621134,90901,13
729,16.417189,120.608868,97172,13
730,16.415185,120.564972,98808.9444444444,18
731,16.42461,120.592672,119141.764705882,17
732,16.406375,120.586146,52798.3333333333,15
733,16.421565,120.695723,-88765.5,6
734,16.270003,120.648728,89451.6666666667,6
735,16.346983,120.658781,17616.25,4
736,16.559827,120.636492,-28808.125,16
737,16.434739,120.597035,68362.1818181818,11
738,16.436036,120.576581,105841,5
739,16.461152,120.585909,46131.6956521739,23
740,16.472709,120.594941,131988.25,4
741,16.500505,120.561564,-37818.1875,16
742,16.461864,120.512455,10557,19
743,16.834565,121.126591,-28754.2,15
744,16.967381,121.213257,12399.3157894737,19
745,16.990641,121.279585,-110264.785714286,14
746,17.393302,121.455794,-51917.3684210526,19
747,17.497777,121.460821,-51493.5263157895,19
748,17.249215,121.072319,-104054.5625,16
749,17.070218,121.263691,-82504.6153846154,13
750,17.005064,120.916722,-11399,18
751,17.109803,121.050036,-69807.8,15
752,17.786465,121.355929,-141085.588235294,17
753,17.809923,121.294586,-1902.33333333333,18
754,6.665917,122.050821,-11438.6666666667,21
755,6.617663,122.206969,-111938.071428571,14
756,7.892754,124.167007,-62786.3157894737,19
757,7.845705,124.423047,-12753.3181818182,22
758,7.769851,124.276303,55695.5714285714,7
759,8.004749,124.294495,15967.9230769231,13
760,7.622084,124.779038,-121555.222222222,18
761,7.763518,124.718264,-119370.5625,32
762,8.144881,124.387473,-119676.210526316,19
763,7.715304,124.29692,-115594.166666667,6
764,6.727438,124.325505,-139324.590909091,22
765,7.428485,124.399152,-89106.45,20
766,6.993167,124.476862,-113802.833333333,18
767,7.015546,124.207055,-126600.888888889,18
768,6.910565,124.494751,-126034.222222222,18
769,7.266946,124.215211,-139906.75,16
770,7.245633,124.248763,-41320.4705882353,17
771,7.280577,124.377773,-113176.909090909,11
772,6.880772,124.62208,-102871,19
773,7.118711,124.051943,-129519.714285714,14
774,7.220933,124.255447,77100,3
775,7.204671,124.239299,-33339.25,4
776,6.049422,120.994062,-80598.4285714286,7
777,6.054277,121.002362,-32096.2631578947,19
778,6.047852,121.022165,-21415.45,20
779,6.064681,121.074113,-137551.105263158,19
780,5.512426,120.887931,-146234.529411765,17
781,6.005596,121.073623,-143485.235294118,17
782,5.971946,121.139187,-131054.75,16
783,6.030919,121.82815,-119726.607142857,28
784,5.03964,119.742593,-97353.125,16
785,4.884495,119.797741,-107561.285714286,14
786,5.339838,120.202897,-126139.625,16
787,5.034405,120.222284,-108839.714285714,14
788,8.899744,125.548484,-10189.4117647059,17
789,8.969799,125.463545,-39750.7222222222,18
790,8.941896,125.533988,12031.6315789474,19
791,8.962411,125.511979,-11310.0588235294,17
792,8.721937,125.546939,-97978.4375,16
793,9.014277,125.527948,16811.1333333333,30
794,9.260357,125.540384,-93664.2222222222,9
795,9.071237,125.580993,-31595.6666666667,18
796,8.703162,125.74976,6221.57142857143,7
797,8.712417,125.739604,1935.875,8
798,8.240714,125.757109,-108942.571428571,14
799,8.599015,125.915386,-39146.6315789474,19
800,8.319091,126.008223,-37095.4210526316,19
801,8.393419,126.035692,-74774.2727272727,22
802,8.508429,125.997687,-268.941176470588,17
803,8.42944,125.748381,-38495.6470588235,17
804,8.481991,125.713817,-126662.055555556,18
805,9.787468,126.061243,-34962.5714285714,21
806,9.868103,125.970963,-44213.7222222222,18
807,9.788643,126.156011,-30043.7647058824,17
808,10.171873,125.571289,-4009.28571428571,14
809,9.78817,125.489912,114443.333333333,15
810,9.790576,125.486394,91722.1111111111,9
811,9.633161,125.515744,-25975.2222222222,18
812,9.538033,125.565061,191,16
813,8.193468,126.303917,-74840.3333333333,18
814,8.903301,126.321743,16806.2307692308,13
815,9.337242,125.970719,33757.75,16
816,9.258955,125.965557,10645.7692307692,13
817,9.00188,125.965221,-80095.1666666667,18
818,8.941912,125.986523,-40184.4,20
819,8.981582,126.179126,-58219.0555555556,18
