"cluster","lat","lon","wealthscore","n"
666,7.2402,125.3365,-101301.04,25
667,7.0829,125.58081,87869.5,6
668,7.15561,125.62429,78806.1666666667,6
669,7.25499,125.39697,-132625.142857143,7
670,7.0647,125.55611,20894.25,4
671,7.08812,125.59989,94903.8,10
672,7.07592,125.58502,73661.8571428571,14
673,7.15573,125.63022,54517.6666666667,3
674,7.08454,125.6243,55231.0769230769,13
675,6.73149,125.25105,-86407.45,20
676,6.79481,125.17517,-5023.45,20
677,6.41216,125.54582,-50232.6842105263,19
678,6.97891,125.44769,-18098.5294117647,17
679,6.56975,125.47711,-66866.2727272727,22
680,6.20321,125.64154,-119798.75,20
681,7.78576,126.45886,-114692.416666667,24
682,6.94207,126.01531,-74689.7368421053,19
683,6.88584,126.09568,-59797.8333333333,18
684,6.98744,126.21093,63761.9,10
685,7.01189,126.15936,-142770.55,20
686,7.36169,126.00122,-54985.0714285714,14
687,7.78075,126.05547,-104595.047619048,21
688,7.88886,126.15093,-16839.25,12
689,7.48388,126.0414,-63778.0833333333,24
690,7.52032,126.06974,-71979.35,20
691,7.21747,125.92467,-76772.1176470588,17
692,7.46346,124.82058,-164722.666666667,3
693,7.12268,124.77651,-54859.1333333333,30
694,7.03024,125.07415,35595.8333333333,12
695,6.94565,125.07743,-29032.1875,16
696,7.11051,125.01993,-56922.6842105263,19
697,7.19398,124.51799,-20809.0526315789,19
698,7.17433,124.56645,-32975.875,24
699,6.91252,124.88172,-91241.7037037037,27
700,7.18376,124.48496,-78545,4
701,7.12312,124.71337,-111865.263157895,19
702,6.82228,124.9104,-37533.5,2
703,6.28399,124.79326,-40313.7142857143,21
704,6.07697,125.16837,31464.0526315789,19
705,6.14397,125.1526,-37611.125,8
706,6.23919,125.23216,-35111.0833333333,12
707,6.06851,125.11916,-28832.7272727273,11
708,6.07922,125.14261,96694.8888888889,9
709,6.09712,125.15786,56395.2857142857,7
710,6.47896,124.86931,83146.6666666667,3
711,6.36536,124.81525,-22360.05,20
712,6.27971,125.0643,27408.9166666667,24
713,6.25683,125.06884,57210.5555555556,9
714,6.40503,124.90875,22496.5555555556,9
715,6.12072,124.82806,-86230.5714285714,21
716,6.46725,124.72085,-36499.3333333333,15
717,6.24609,124.79491,-144909.647058824,17
718,6.53742,124.59681,-49416.95,20
719,6.68407,124.58865,-16690.5714285714,14
720,6.63353,124.08058,-110285.3125,16
721,6.22634,124.25955,-58359.625,16
722,6.53372,124.36173,-129517,17
723,6.43173,124.30634,-39398.92,25
724,6.08391,125.27834,-61475.5714285714,7
725,5.6702,125.32403,-128462.36,25
726,5.79045,125.20022,-65735.5833333333,24
727,5.93731,124.85713,-84447.9166666667,24
728,5.97909,125.38336,-143809.631578947,19
729,7.23552,124.24609,67011.0714285714,14
730,7.17419,124.25042,-37610,5
731,6.80063,122.09604,-43619.76,25
732,6.55891,122.02937,-104009.684210526,19
733,7.94955,124.09836,-81002.2941176471,17
734,7.91809,124.18731,-26979.0555555556,18
735,7.75844,124.11558,-93969.8095238095,21
736,7.66871,124.07871,30986.1428571429,28
737,0,0,-40266.8,56
738,7.99929,124.23648,-58474.6111111111,18
739,7.7809,124.44528,-11475.5294117647,17
740,7.66946,124.29763,-105544.5,14
741,6.7423,124.80954,-41157.4166666667,12
742,6.82973,124.47226,36292.6666666667,15
743,7.47486,124.26023,-105082.461538462,13
744,7.30522,124.34071,-146646.689655172,29
745,7.33214,124.28206,-6003,5
746,7.29885,124.30533,-29153,8
748,6.99484,124.34672,-132897.444444444,18
749,6.91211,124.36637,-122780.176470588,17
750,6.87884,124.12642,-177529.857142857,14
751,7.05831,124.75205,-72450.7777777778,18
752,5.9709,121.28035,-188905.578947368,19
753,6.22839,120.94352,-122584.083333333,24
754,6.02153,121.28987,-170158.333333333,12
755,5.87916,121.24383,-132756.333333333,3
756,5.61143,120.95883,-148511.785714286,14
757,5.57043,120.85125,-174482.181818182,11
758,5.9563,121.11766,-165930.0625,16
759,5.1146,119.843,-178696.08,25
760,5.03528,119.74863,-15415.52,25
761,4.69969,119.42211,-74356.3076923077,13
762,5.31803,120.35203,-151896.272727273,11
763,8.92787,125.52665,13145.8888888889,18
764,8.99035,125.51124,55360.0625,16
765,8.94491,125.49335,40899.6666666667,9
766,9.04753,125.64137,-40022.4736842105,19
767,9.03639,125.64901,-43951.875,16
768,9.15432,125.65044,-102890.8,20
769,9.0668,125.55152,37652.5882352941,17
770,9.03209,125.23538,-22498.9411764706,17
771,9.31486,125.65867,-38031.4814814815,27
772,8.71482,125.76969,19758,6
773,8.75004,125.74554,-39911.6,20
774,8.66047,125.66958,-96039.3125,16
775,8.67309,125.91411,-86903.1666666667,18
776,8.53832,125.99933,-25221.5238095238,21
777,8.47271,125.67709,-122486.818181818,22
778,8.47951,125.74135,-88234.1764705882,17
779,7.96711,126.04603,-84084.4444444444,18
780,9.92549,125.63123,703.894736842105,19
781,9.58831,125.53576,-9580.22222222222,18
782,9.48377,125.45861,-10148.5,12
783,9.67742,125.499,-15704.6923076923,13
784,9.76669,125.48345,104561.571428571,7
785,9.69803,125.66566,-84453.8,20
786,10.05517,125.59364,-42632.652173913,23
787,8.91864,126.25434,-93702.5294117647,17
788,8.25088,126.32193,-107603.066666667,15
789,8.19137,126.34753,34314.7647058823,17
790,8.22929,126.30793,-7267.33333333333,15
791,9.37462,125.93173,-30068.8666666667,15
792,9.33524,125.92401,-53728.4117647059,17
793,8.51068,126.32495,-96747,13
794,9.04833,126.18451,13884.962962963,27
